Symbol,Name,MarketCap,IPOyear,Sector,Industry,Date
LE,"Lands&#39; End, Inc.",377116496.8,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,31/10/17
LSTR,"Landstar System, Inc.",4274398689,1993,Transportation,Trucking Freight/Courier Services,31/10/17
LNTH,"Lantheus Holdings, Inc.",720869494.3,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,31/10/17
LTRX,"Lantronix, Inc.",35298247.24,2000,Technology,Computer Communications Equipment,31/10/17
RNLC,Large Cap US Equity Select ETF,8326921.634,n/a,n/a,n/a,31/10/17
LSCC,Lattice Semiconductor Corporation,719384135,n/a,Technology,Semiconductors,31/10/17
LAUR,"Laureate Education, Inc.",2515040411,2017,Consumer Services,Other Consumer Services,31/10/17
LAWS,"Lawson Products, Inc.",217865660.8,n/a,Consumer Durables,Industrial Specialties,31/10/17
LAYN,Layne Christensen Company,268605171.5,1992,Basic Industries,Engineering & Construction,31/10/17
LCNB,LCNB Corporation,215397900.5,n/a,Finance,Major Banks,31/10/17
LBIX,Leading Brands Inc,4315714.48,n/a,Consumer Non-Durables,Beverages (Production/Distribution),31/10/17
LPTX,"LEAP THERAPEUTICS, INC.",50644008.8,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
LGCY,Legacy Reserves LP,112235600.4,2007,Energy,Oil & Gas Production,31/10/17
LGCYO,Legacy Reserves LP,32830000,n/a,Energy,Oil & Gas Production,31/10/17
LGCYP,Legacy Reserves LP,9464200,n/a,Energy,Oil & Gas Production,31/10/17
LTXB,"LegacyTexas Financial Group, Inc.",1961956010,n/a,Finance,Savings Institutions,31/10/17
DDBI,Legg Mason Developed EX-US Diversified Core ETF,5862000,n/a,n/a,n/a,31/10/17
EDBI,Legg Mason Emerging Markets Diversified Core ETF,0,n/a,n/a,n/a,31/10/17
INFR,Legg Mason Global Infrastructure ETF,0,n/a,n/a,n/a,31/10/17
LVHD,Legg Mason Low Volatility High Dividend ETF,0,n/a,n/a,n/a,31/10/17
SQLV,Legg Mason Small-Cap Quality Value ETF,0,n/a,n/a,n/a,31/10/17
UDBI,Legg Mason US Diversified Core ETF,3207360,n/a,n/a,n/a,31/10/17
LMAT,"LeMaitre Vascular, Inc.",594657917.2,2006,Health Care,Medical/Dental Instruments,31/10/17
TREE,"LendingTree, Inc.",3196409458,n/a,Finance,Finance: Consumer Services,31/10/17
LXRX,"Lexicon Pharmaceuticals, Inc.",1076930851,n/a,Health Care,Major Pharmaceuticals,31/10/17
LGIH,"LGI Homes, Inc.",1276180242,2013,Capital Goods,Homebuilding,31/10/17
LHCG,LHC Group,1258528818,2005,Health Care,Medical/Nursing Services,31/10/17
LLIT,Lianluo Smart Limited,24410746.26,n/a,Health Care,Medical/Dental Instruments,31/10/17
LBRDA,Liberty Broadband Corporation,15010161433,n/a,Consumer Services,Television Services,31/10/17
LBRDK,Liberty Broadband Corporation,15179264402,n/a,Consumer Services,Television Services,31/10/17
LEXEA,"Liberty Expedia Holdings, Inc.",2641973233,n/a,Consumer Services,Other Consumer Services,31/10/17
LEXEB,"Liberty Expedia Holdings, Inc.",3148613820,n/a,Consumer Services,Other Consumer Services,31/10/17
LBTYA,Liberty Global plc,25373461575,n/a,Consumer Services,Television Services,31/10/17
LBTYB,Liberty Global plc,25839487763,n/a,Consumer Services,Television Services,31/10/17
LBTYK,Liberty Global plc,24649456604,n/a,Consumer Services,Television Services,31/10/17
LILA,Liberty Global plc,3633284175,n/a,Consumer Services,Television Services,31/10/17
LILAK,Liberty Global plc,3658991374,n/a,Consumer Services,Television Services,31/10/17
LVNTA,Liberty Interactive Corporation,4668956647,n/a,Consumer Services,Catalog/Specialty Distribution,31/10/17
LVNTB,Liberty Interactive Corporation,5125153511,n/a,Consumer Services,Catalog/Specialty Distribution,31/10/17
QVCA,Liberty Interactive Corporation,10241743914,n/a,Consumer Services,Catalog/Specialty Distribution,31/10/17
QVCB,Liberty Interactive Corporation,10232720351,n/a,Consumer Services,Catalog/Specialty Distribution,31/10/17
BATRA,Liberty Media Corporation,0,n/a,Consumer Services,Broadcasting,31/10/17
BATRK,Liberty Media Corporation,1212931085,n/a,Consumer Services,Broadcasting,31/10/17
FWONA,Liberty Media Corporation,0,n/a,Consumer Services,Broadcasting,31/10/17
FWONK,Liberty Media Corporation,8883492000,n/a,Consumer Services,Broadcasting,31/10/17
LSXMA,Liberty Media Corporation,0,n/a,Consumer Services,Broadcasting,31/10/17
LSXMB,Liberty Media Corporation,0,n/a,Consumer Services,Broadcasting,31/10/17
LSXMK,Liberty Media Corporation,14136006497,n/a,Consumer Services,Broadcasting,31/10/17
TAX,"Liberty Tax, Inc.",177568426,n/a,Miscellaneous,Multi-Sector Companies,31/10/17
LTRPA,"Liberty TripAdvisor Holdings, Inc.",806850753,n/a,Technology,EDP Services,31/10/17
LTRPB,"Liberty TripAdvisor Holdings, Inc.",975726492,n/a,Technology,EDP Services,31/10/17
LPNT,"LifePoint Health, Inc.",1976720483,n/a,Health Care,Hospital/Nursing Management,31/10/17
LCUT,"Lifetime Brands, Inc.",284869970,1991,Capital Goods,Industrial Machinery/Components,31/10/17
LFVN,Lifevantage Corporation,78823917.76,n/a,Health Care,Major Pharmaceuticals,31/10/17
LWAY,"Lifeway Foods, Inc.",158916772.7,n/a,Consumer Non-Durables,Packaged Foods,31/10/17
LGND,Ligand Pharmaceuticals Incorporated,3049177536,n/a,Health Care,Major Pharmaceuticals,31/10/17
LTBR,Lightbridge Corporation,11275850.25,n/a,Consumer Services,Professional Services,31/10/17
LPTH,"LightPath Technologies, Inc.",90928016.25,1996,Technology,Semiconductors,31/10/17
LLEX,"Lilis Energy, Inc.",258159067.1,n/a,Energy,Oil & Gas Production,31/10/17
LMB,"Limbach Holdings, Inc.",103544421.8,n/a,Basic Industries,Engineering & Construction,31/10/17
LLNW,"Limelight Networks, Inc.",535390319.3,2007,Miscellaneous,Business Services,31/10/17
LMNR,Limoneira Co,339094429.7,n/a,Consumer Non-Durables,Farming/Seeds/Milling,31/10/17
LINC,Lincoln Educational Services Corporation,55617873.75,2005,Consumer Services,Other Consumer Services,31/10/17
LECO,"Lincoln Electric Holdings, Inc.",6086525857,n/a,Technology,Industrial Machinery/Components,31/10/17
LIND,Lindblad Expeditions Holdings Inc. ,483108141.8,2013,Consumer Services,Transportation Services,31/10/17
LINDW,Lindblad Expeditions Holdings Inc. ,0,2013,Consumer Services,Transportation Services,31/10/17
LINU,LiNiu Technology Group,3809337.15,n/a,Consumer Services,Services-Misc. Amusement & Recreation,31/10/17
LPCN,Lipocine Inc.,74834478.96,n/a,Health Care,Major Pharmaceuticals,31/10/17
LQDT,"Liquidity Services, Inc.",185869759.1,2006,Miscellaneous,Business Services,31/10/17
LFUS,"Littelfuse, Inc.",4766953229,n/a,Consumer Durables,Electrical Products,31/10/17
LIVN,LivaNova PLC,3540881584,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
LOB,"Live Oak Bancshares, Inc.",945814560.6,2015,Finance,Major Banks,31/10/17
LIVE,Live Ventures Incorporated,26196284.51,n/a,Finance,Finance/Investors Services,31/10/17
LPSN,"LivePerson, Inc.",842276206.2,2000,Technology,Computer Software: Prepackaged Software,31/10/17
LKQ,LKQ Corporation,11347553618,n/a,Consumer Services,Motor Vehicles,31/10/17
LMFA,"LM Funding America, Inc.",6534000,2015,Finance,Finance: Consumer Services,31/10/17
LMFAW,"LM Funding America, Inc.",0,2015,Finance,Finance: Consumer Services,31/10/17
LOGI,Logitech International S.A.,5696752260,1997,Technology,Computer peripheral equipment,31/10/17
LOGM,"LogMein, Inc.",6429789768,2009,Technology,Computer Software: Prepackaged Software,31/10/17
EVAR,"Lombard Medical, Inc.",10604527.83,2014,Health Care,Medical/Dental Instruments,31/10/17
CNCR,Loncar Cancer Immunotherapy ETF,0,n/a,n/a,n/a,31/10/17
LONE,Lonestar Resources US Inc.,77258783.1,n/a,Energy,Oil & Gas Production,31/10/17
LTEA,Long Island Iced Tea Corp.,24974353.92,n/a,Consumer Non-Durables,Beverages (Production/Distribution),31/10/17
LORL,"Loral Space and Communications, Inc.",1490958598,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,31/10/17
LOXO,"Loxo Oncology, Inc.",2582258118,2014,Health Care,Major Pharmaceuticals,31/10/17
LPLA,LPL Financial Holdings Inc.,4487946516,2010,Finance,Investment Bankers/Brokers/Service,31/10/17
LRAD,LRAD Corporation,69596724.54,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,31/10/17
LYTS,LSI Industries Inc.,169810157.3,1985,Consumer Durables,Building Products,31/10/17
LULU,lululemon athletica inc.,8447839858,2007,Consumer Non-Durables,Apparel,31/10/17
LITE,Lumentum Holdings Inc.,3878029560,n/a,Consumer Durables,Telecommunications Equipment,31/10/17
LMNX,Luminex Corporation,895084569.1,2000,Health Care,Medical/Dental Instruments,31/10/17
LMOS,Lumos Networks Corp.,429556436.4,n/a,Public Utilities,Telecommunications Equipment,31/10/17
LUNA,Luna Innovations Incorporated,42621918.36,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,31/10/17
MBTF,M B T Financial Corp,252719754.3,n/a,Finance,Major Banks,31/10/17
MACQ,"M I Acquisitions, Inc.",71575654.02,2016,Finance,Business Services,31/10/17
MACQU,"M I Acquisitions, Inc.",0,2016,n/a,n/a,31/10/17
MACQW,"M I Acquisitions, Inc.",0,2016,Finance,Business Services,31/10/17
MIII,M III Acquisition Corp.,188642200,2016,Finance,Business Services,31/10/17
MIIIU,M III Acquisition Corp.,0,2016,Finance,Business Services,31/10/17
MIIIW,M III Acquisition Corp.,0,2016,Finance,Business Services,31/10/17
MBVX,"MabVax Therapeutics Holdings, Inc.",12676118.6,n/a,Health Care,Major Pharmaceuticals,31/10/17
MCBC,Macatawa Bank Corporation,348208866.4,n/a,Finance,Major Banks,31/10/17
MFNC,Mackinac Financial Corporation,97571415,n/a,Finance,Major Banks,31/10/17
MTSI,"MACOM Technology Solutions Holdings, Inc.",2575779430,2012,Technology,Semiconductors,31/10/17
MGNX,"MacroGenics, Inc.",715730144.3,2013,Health Care,Major Pharmaceuticals,31/10/17
MDGL,"Madrigal Pharmaceuticals, Inc.",574177644.8,n/a,Health Care,Major Pharmaceuticals,31/10/17
MAGS,Magal Security Systems Ltd.,99413775.36,1993,Consumer Durables,Telecommunications Equipment,31/10/17
MGLN,"Magellan Health, Inc.",2007096621,n/a,Health Care,Hospital/Nursing Management,31/10/17
MGIC,Magic Software Enterprises Ltd.,389254565,1991,Technology,Computer Software: Prepackaged Software,31/10/17
CALL,magicJack VocalTec Ltd,102317867.5,n/a,Public Utilities,Telecommunications Equipment,31/10/17
MNGA,MagneGas Corporation,5297719.502,n/a,Technology,Industrial Machinery/Components,31/10/17
MGYR,"Magyar Bancorp, Inc.",70722063.9,n/a,Finance,Savings Institutions,31/10/17
MHLD,"Maiden Holdings, Ltd.",731943470.1,n/a,Finance,Property-Casualty Insurers,31/10/17
MSFG,"MainSource Financial Group, Inc.",990572190.4,n/a,Finance,Major Banks,31/10/17
MMYT,MakeMyTrip Limited,2149842839,2010,Consumer Services,Transportation Services,31/10/17
MBUU,"Malibu Boats, Inc.",642896551.1,2014,Capital Goods,Marine Transportation,31/10/17
MLVF,"Malvern Bancorp, Inc.",182720615.2,n/a,Finance,Banks,31/10/17
MAMS,"MAM Software Group, Inc.",96114205.2,n/a,Technology,Computer Software: Prepackaged Software,31/10/17
TUSK,"Mammoth Energy Services, Inc.",822401081,2016,Energy,Oilfield Services/Equipment,31/10/17
MANH,"Manhattan Associates, Inc.",3003970664,1998,Technology,Computer Software: Prepackaged Software,31/10/17
LOAN,"Manhattan Bridge Capital, Inc",48248157.3,n/a,Consumer Services,Real Estate Investment Trusts,31/10/17
MNTX,"Manitex International, Inc.",148347843.8,n/a,Technology,Industrial Machinery/Components,31/10/17
MTEX,"Mannatech, Incorporated",38786176.46,n/a,Consumer Durables,Specialty Chemicals,31/10/17
MNKD,MannKind Corporation,356142786.2,2004,Health Care,Major Pharmaceuticals,31/10/17
MANT,ManTech International Corporation,1800473100,2002,Consumer Services,Other Consumer Services,31/10/17
MAPI,Mapi - Pharma Ltd.,0,n/a,n/a,n/a,31/10/17
MARA,"Marathon Patent Group, Inc.",10917525.76,n/a,Miscellaneous,Multi-Sector Companies,31/10/17
MCHX,"Marchex, Inc.",136095811.1,2004,Miscellaneous,Business Services,31/10/17
MARPS,Marine Petroleum Trust,8109600,n/a,Energy,Oil & Gas Production,31/10/17
MRNS,"Marinus Pharmaceuticals, Inc.",220484861.8,2014,Health Care,Major Pharmaceuticals,31/10/17
MKTX,"MarketAxess Holdings, Inc.",6591134999,2004,Finance,Investment Bankers/Brokers/Service,31/10/17
MRLN,Marlin Business Services Corp.,299352232.2,2003,Finance,Major Banks,31/10/17
MAR,Marriott International,44269579902,n/a,Consumer Services,Hotels/Resorts,31/10/17
MBII,"Marrone Bio Innovations, Inc.",28823996.31,2013,Basic Industries,Agricultural Chemicals,31/10/17
MRTN,"Marten Transport, Ltd.",1090435800,1986,Transportation,Trucking Freight/Courier Services,31/10/17
MMLP,Martin Midstream Partners L.P.,611388580.8,2002,Energy,Oil Refining/Marketing,31/10/17
MRVL,Marvell Technology Group Ltd.,9142552000,2000,Technology,Semiconductors,31/10/17
MASI,Masimo Corporation,4581640367,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
MTCH,"Match Group, Inc.",6820163823,2015,Technology,"Computer Software: Programming, Data Processing",31/10/17
MTLS,Materialise NV,202682305.5,2014,Technology,Computer Software: Prepackaged Software,31/10/17
MPAC,Matlin & Partners Acquisition Corporation,396093750,2017,Finance,Business Services,31/10/17
MPACU,Matlin & Partners Acquisition Corporation,0,2017,Finance,Business Services,31/10/17
MPACW,Matlin & Partners Acquisition Corporation,0,2017,Finance,Business Services,31/10/17
MTRX,Matrix Service Company,371441248.8,1990,Basic Industries,Engineering & Construction,31/10/17
MAT,"Mattel, Inc.",4798168284,n/a,Consumer Non-Durables,Recreational Products/Toys,31/10/17
MATR,Mattersight Corporation,86784402.15,n/a,Technology,EDP Services,31/10/17
MATW,Matthews International Corporation,2045482007,1994,Capital Goods,Metal Fabrications,31/10/17
MXIM,"Maxim Integrated Products, Inc.",14657007106,1988,Technology,Semiconductors,31/10/17
MXWL,"Maxwell Technologies, Inc.",170009051.3,n/a,Miscellaneous,Industrial Machinery/Components,31/10/17
MZOR,Mazor Robotics Ltd.,878194476.2,n/a,Health Care,Medical/Dental Instruments,31/10/17
MBFI,MB Financial Inc.,3900561639,n/a,Finance,Major Banks,31/10/17
MBFIP,MB Financial Inc.,103800000,n/a,Finance,Major Banks,31/10/17
MCFT,"MCBC Holdings, Inc.",428102111.7,2015,Capital Goods,Marine Transportation,31/10/17
MGRC,McGrath RentCorp,1097236520,1984,Technology,Diversified Commercial Services,31/10/17
MDCA,MDC Partners Inc.,539299026,n/a,Technology,Advertising,31/10/17
MFIN,Medallion Financial Corp.,52436263.68,n/a,Finance,Finance: Consumer Services,31/10/17
MFINL,Medallion Financial Corp.,0,n/a,Finance,Finance: Consumer Services,31/10/17
MTBC,"Medical Transcription Billing, Corp.",32161047.03,2014,Technology,Computer Software: Prepackaged Software,31/10/17
MTBCP,"Medical Transcription Billing, Corp.",17079993.67,n/a,Technology,Computer Software: Prepackaged Software,31/10/17
MNOV,"MediciNova, Inc.",260286284.9,n/a,Health Care,Major Pharmaceuticals,31/10/17
MDSO,"Medidata Solutions, Inc.",4227522597,2009,Technology,Computer Software: Prepackaged Software,31/10/17
MDGS,Medigus Ltd.,2404192.5,n/a,Health Care,Medical/Dental Instruments,31/10/17
MDWD,MediWound Ltd.,109770390,2014,Consumer Durables,Specialty Chemicals,31/10/17
MDVX,Medovex Corp.,23537963.25,2015,Health Care,Medical/Dental Instruments,31/10/17
MDVXW,Medovex Corp.,0,2015,Health Care,Medical/Dental Instruments,31/10/17
MEDP,"Medpace Holdings, Inc.",1322161129,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,31/10/17
MEIP,"MEI Pharma, Inc.",95700958.43,n/a,Health Care,Major Pharmaceuticals,31/10/17
MLCO,Melco Resorts & Entertainment Limited,3968944810,n/a,Consumer Services,Hotels/Resorts,31/10/17
MLNX,"Mellanox Technologies, Ltd.",2335849405,2007,Technology,Semiconductors,31/10/17
MELR,"Melrose Bancorp, Inc.",49374449.03,2014,Finance,Major Banks,31/10/17
MTSL,MER Telemanagement Solutions Ltd.,6098728.68,1997,Public Utilities,Telecommunications Equipment,31/10/17
MELI,"MercadoLibre, Inc.",10423345772,2007,Miscellaneous,Business Services,31/10/17
MBWM,Mercantile Bank Corporation,613273476,1998,Finance,Major Banks,31/10/17
MERC,Mercer International Inc.,906991167.6,n/a,Basic Industries,Paper,31/10/17
MBIN,Merchants Bancorp,454494129.6,n/a,n/a,n/a,31/10/17
MRCY,Mercury Systems Inc,2404783547,1998,Capital Goods,Electrical Products,31/10/17
EBSB,"Meridian Bancorp, Inc.",1078947880,n/a,Finance,Major Banks,31/10/17
VIVO,Meridian Bioscience Inc.,645706160.1,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,31/10/17
MRDN,"Meridian Waste Solutions, Inc",10104094.75,n/a,Basic Industries,Miscellaneous,31/10/17
MRDNW,"Meridian Waste Solutions, Inc",0,n/a,Basic Industries,Miscellaneous,31/10/17
MMSI,"Merit Medical Systems, Inc.",1854788466,n/a,Health Care,Medical/Dental Instruments,31/10/17
MACK,"Merrimack Pharmaceuticals, Inc.",151790400,2012,Health Care,Major Pharmaceuticals,31/10/17
MRSN,"Mersana Therapeutics, Inc.",339553803.6,2017,Health Care,Major Pharmaceuticals,31/10/17
MRUS,Merus N.V.,312869093.6,2016,Health Care,Major Pharmaceuticals,31/10/17
MLAB,"Mesa Laboratories, Inc.",605547948.7,n/a,Capital Goods,Industrial Machinery/Components,31/10/17
MESO,Mesoblast Limited,24918997.62,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
CASH,"Meta Financial Group, Inc.",784464077.1,1993,Finance,Savings Institutions,31/10/17
MEOH,Methanex Corporation,4238278656,n/a,Basic Industries,Major Chemicals,31/10/17
MGCD,MGC Diagnostics Corporation,38006750.96,n/a,Health Care,Medical/Dental Instruments,31/10/17
MGEE,MGE Energy Inc.,2336648138,n/a,Energy,Electric Utilities: Central,31/10/17
MGPI,"MGP Ingredients, Inc.",1089043426,n/a,Consumer Non-Durables,Beverages (Production/Distribution),31/10/17
MBOT,Microbot Medical Inc. ,40335812.97,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
MCHP,Microchip Technology Incorporated,22044038689,1993,Technology,Semiconductors,31/10/17
MU,"Micron Technology, Inc.",46884540555,n/a,Technology,Semiconductors,31/10/17
MICT,"Micronet Enertec Technologies, Inc.",5240288.76,n/a,Capital Goods,Electrical Products,31/10/17
MICTW,"Micronet Enertec Technologies, Inc.",0,n/a,Capital Goods,Electrical Products,31/10/17
MSCC,Microsemi Corporation,6095402289,n/a,Technology,Semiconductors,31/10/17
MSFT,Microsoft Corporation,6.4663E+11,1986,Technology,Computer Software: Prepackaged Software,31/10/17
MSTR,MicroStrategy Incorporated,1612423575,1998,Technology,Computer Software: Prepackaged Software,31/10/17
MVIS,"Microvision, Inc.",174953873.6,1996,Capital Goods,Industrial Machinery/Components,31/10/17
RNMC,Mid Cap US Equity Select ETF,2086041.72,n/a,n/a,n/a,31/10/17
MPB,Mid Penn Bancorp,122914267,n/a,Finance,Major Banks,31/10/17
MTP,Midatech Pharma PLC,2487260.44,n/a,Health Care,Major Pharmaceuticals,31/10/17
MCEP,"Mid-Con Energy Partners, LP",29790548.37,2011,Energy,Oil & Gas Production,31/10/17
MBCN,Middlefield Banc Corp.,147744180,n/a,Finance,Major Banks,31/10/17
MSEX,Middlesex Water Company,730625700.5,n/a,Public Utilities,Water Supply,31/10/17
MSBI,"Midland States Bancorp, Inc.",620408636.3,2016,Finance,Major Banks,31/10/17
MOFG,"MidWestOne Financial Group, Inc.",444143492.8,n/a,Finance,Major Banks,31/10/17
MIME,Mimecast Limited,1773226286,2015,Technology,Computer Software: Prepackaged Software,31/10/17
MDXG,"MiMedx Group, Inc",1366510865,n/a,Health Care,Medical/Dental Instruments,31/10/17
MNDO,MIND C.T.I. Ltd.,52472656.96,n/a,Technology,EDP Services,31/10/17
MB,"MINDBODY, Inc.",1513533815,2015,Technology,EDP Services,31/10/17
NERV,"Minerva Neurosciences, Inc",251008855.5,2014,Health Care,Major Pharmaceuticals,31/10/17
MGEN,"Miragen Therapeutics, Inc.",178099922.7,2014,Health Care,Medical Specialities,31/10/17
MRTX,"Mirati Therapeutics, Inc.",324607179,n/a,Health Care,Major Pharmaceuticals,31/10/17
MSON,"MISONIX, Inc.",95489879.03,1992,Capital Goods,Medical Specialities,31/10/17
MIND,"Mitcham Industries, Inc.",39532138.53,1994,Technology,Diversified Commercial Services,31/10/17
MINDP,"Mitcham Industries, Inc.",0,n/a,Technology,Diversified Commercial Services,31/10/17
MITK,"Mitek Systems, Inc.",310949593.5,n/a,Technology,Computer peripheral equipment,31/10/17
MITL,Mitel Networks Corporation,1031428349,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,31/10/17
MKSI,"MKS Instruments, Inc.",5799343693,1999,Capital Goods,Industrial Machinery/Components,31/10/17
MMAC,"MMA Capital Management, LLC",144558775.4,n/a,Finance,Real Estate,31/10/17
MINI,"Mobile Mini, Inc.",1489372114,1994,Capital Goods,Metal Fabrications,31/10/17
MOBL,"MobileIron, Inc.",334181571.7,2014,Technology,Computer Software: Prepackaged Software,31/10/17
MMDM,Modern Media Acquisition Corp.,253057500,2017,Finance,Business Services,31/10/17
MMDMR,Modern Media Acquisition Corp.,0,2017,Finance,Business Services,31/10/17
MMDMU,Modern Media Acquisition Corp.,0,2017,Finance,Business Services,31/10/17
MMDMW,Modern Media Acquisition Corp.,0,2017,Finance,Business Services,31/10/17
MLNK,"ModusLink Global Solutions, Inc",101111870.9,n/a,Miscellaneous,Business Services,31/10/17
MTEM,"Molecular Templates, Inc.",221498261.7,n/a,Health Care,Major Pharmaceuticals,31/10/17
MBRX,"Moleculin Biotech, Inc.",36471427.2,2016,Health Care,Major Pharmaceuticals,31/10/17
MNTA,"Momenta Pharmaceuticals, Inc.",1105352821,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
MOMO,Momo Inc.,4082753621,2014,Technology,Computer Software: Prepackaged Software,31/10/17
MCRI,"Monarch Casino & Resort, Inc.",780160477.9,1993,Consumer Services,Hotels/Resorts,31/10/17
MDLZ,"Mondelez International, Inc.",61330792393,n/a,Consumer Non-Durables,Packaged Foods,31/10/17
MGI,"Moneygram International, Inc.",856554908.8,n/a,Miscellaneous,Business Services,31/10/17
MDB,"MongoDB, Inc.",1512630941,2017,Technology,Computer Software: Prepackaged Software,31/10/17
MPWR,"Monolithic Power Systems, Inc.",5002927476,2004,Technology,Semiconductors,31/10/17
TYPE,Monotype Imaging Holdings Inc.,946979940.6,2007,Technology,EDP Services,31/10/17
MNRO,"Monro, Inc. ",1621480344,1991,Consumer Services,Automotive Aftermarket,31/10/17
MRCC,Monroe Capital Corporation,295908171.3,2012,n/a,n/a,31/10/17
MNST,Monster Beverage Corporation,32243596539,n/a,Consumer Non-Durables,Beverages (Production/Distribution),31/10/17
MSDI,"Monster Digital, Inc.",5603421.059,2016,Technology,Electronic Components,31/10/17
MSDIW,"Monster Digital, Inc.",0,2016,Technology,Electronic Components,31/10/17
MORN,"Morningstar, Inc.",3701785871,2005,Finance,Investment Managers,31/10/17
MOSY,"MoSys, Inc.",5160341.473,2001,Technology,Semiconductors,31/10/17
MOTA,"Mota Group, Inc.",0,n/a,n/a,n/a,31/10/17
MTFB,Motif Bio plc,12717390,2016,Health Care,Major Pharmaceuticals,31/10/17
MTFBW,Motif Bio plc,0,2016,Health Care,Major Pharmaceuticals,31/10/17
MPAA,"Motorcar Parts of America, Inc.",541629152.4,n/a,Capital Goods,Auto Parts:O.E.M.,31/10/17
MPVD,Mountain Province Diamonds Inc.,448686464.8,n/a,Basic Industries,Precious Metals,31/10/17
MOXC,"Moxian, Inc.",160817277.6,n/a,Technology,"Computer Software: Programming, Data Processing",31/10/17
MRIC,MRI Interventions Inc,0,n/a,n/a,n/a,31/10/17
MSBF,MSB Financial Corp.,100659396.5,n/a,Finance,Savings Institutions,31/10/17
MTGE,MTGE Investment Corp.,867866168.7,2011,Consumer Services,Real Estate Investment Trusts,31/10/17
MTGEP,MTGE Investment Corp.,51840000,n/a,Consumer Services,Real Estate Investment Trusts,31/10/17
MTSC,MTS Systems Corporation,891866190.6,n/a,Capital Goods,Industrial Machinery/Components,31/10/17
LABL,Multi-Color Corporation,1418181939,1987,Miscellaneous,Publishing,31/10/17
MBIO,"Mustang Bio, Inc.",0,n/a,Health Care,Major Pharmaceuticals,31/10/17
MFSF,MutualFirst Financial Inc.,294836820.6,n/a,Finance,Major Banks,31/10/17
MYSZ,"My Size, Inc.",12876970.55,n/a,Technology,Computer Software: Prepackaged Software,31/10/17
MYL,Mylan N.V.,20566366302,n/a,Health Care,Major Pharmaceuticals,31/10/17
MYND,"MYnd Analytics, Inc.",14709541.67,n/a,Health Care,Hospital/Nursing Management,31/10/17
MYNDW,"MYnd Analytics, Inc.",0,n/a,Health Care,Hospital/Nursing Management,31/10/17
MYOK,"MyoKardia, Inc.",1342456114,2015,Health Care,Major Pharmaceuticals,31/10/17
MYOS,MYOS RENS Technology Inc.,7597683.6,n/a,Health Care,Major Pharmaceuticals,31/10/17
MYRG,"MYR Group, Inc.",525094327,n/a,Basic Industries,Water Supply,31/10/17
MYGN,"Myriad Genetics, Inc.",2412550721,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,31/10/17
NBRV,Nabriva Therapeutics plc,162863677.4,2015,Health Care,Major Pharmaceuticals,31/10/17
NAKD,Naked Brand Group Inc.,13341426.39,n/a,Consumer Non-Durables,Apparel,31/10/17
NNDM,Nano Dimension Ltd.,11481373.58,n/a,Technology,Electrical Products,31/10/17
NANO,Nanometrics Incorporated,721775283.6,1984,Capital Goods,Industrial Machinery/Components,31/10/17
NSTG,"NanoString Technologies, Inc.",246248971.3,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
NH,"NantHealth, Inc.",470779905.2,2016,Technology,EDP Services,31/10/17
NK,"NantKwest, Inc.",371782476,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
NSSC,"NAPCO Security Technologies, Inc.",196005232.8,n/a,Consumer Durables,Telecommunications Equipment,31/10/17
NDAQ,"Nasdaq, Inc.",12066041014,n/a,Finance,Investment Bankers/Brokers/Service,31/10/17
NTRA,"Natera, Inc.",592904543.1,2015,Health Care,Medical Specialities,31/10/17
NATH,"Nathan&#39;s Famous, Inc.",336204572.5,1993,Consumer Services,Restaurants,31/10/17
NAUH,"National American University Holdings, Inc.",32714408.25,n/a,Consumer Services,Other Consumer Services,31/10/17
NKSH,"National Bankshares, Inc.",330155866.3,n/a,Finance,Major Banks,31/10/17
FIZZ,National Beverage Corp.,4438552606,n/a,Consumer Non-Durables,Beverages (Production/Distribution),31/10/17
NCMI,"National CineMedia, Inc.",540972635.6,2007,Consumer Services,Advertising,31/10/17
NCOM,National Commerce Corporation,621382521.5,2015,Finance,Major Banks,31/10/17
NESR,National Energy Services Reunited Corp.,280217782.5,2017,Finance,Business Services,31/10/17
NESRW,National Energy Services Reunited Corp.,0,2017,Finance,Business Services,31/10/17
